gene,pan1wt,pan2wt,pan3ko,pan4ko,pan5ko,pan6ko,pan7wt,pan8wt
Nuf2,40.159,31.736,31.178,20.425,141.424,113.102,31.794,89.745
Nufip1,371.469,261.609,515.296,366.02,517.484,472.709,270.248,115.921
Nufip2,849.071,1204.259,1048.779,1111.133,871.045,870.741,982.581,576.487
Nuggc,0,0,0,0,0,0,0,0
Numa1,339.915,264.182,336.891,295.757,363.203,429.933,337.62,443.116
Numb,279.677,337.947,305.714,294.123,189.637,199.379,209.688,168.272
Numbl,21.514,30.878,6.928,13.072,6.428,15.225,12.869,26.799
Nup107,87.489,100.355,102.193,105.394,115.711,145.003,116.577,120.906
Nup133,117.608,129.518,103.059,87.42,109.282,134.127,134.745,155.807
Nup153,966.679,1103.046,1161.365,1109.499,1054.254,1095.495,958.357,648.158
Nup155,265.335,369.683,328.231,333.34,427.487,377.007,306.583,291.671
Nup160,179.28,189.559,178.405,160.951,314.99,270.43,183.95,266.742
Nup188,131.95,106.359,118.648,130.722,151.067,139.928,118.091,206.289
Nup205,358.56,332.801,314.374,270.43,549.626,517.66,360.33,447.478
Nup210,93.226,46.318,64.087,67.812,109.282,111.652,112.792,97.224
Nup210l,5.737,10.293,13.857,19.608,12.857,14.5,12.112,7.479
Nup214,341.35,289.056,228.636,264.711,302.134,337.856,297.499,313.484
Nup35,14.342,18.012,14.723,13.072,28.928,22.475,12.112,23.059
Nup37,40.159,38.598,33.776,31.863,80.355,62.351,22.71,45.496
Nup43,35.856,26.59,19.919,26.144,54.641,39.151,30.28,31.785
Nup50,248.124,224.726,288.393,303.928,282.849,256.655,182.436,198.81
Nup54,166.372,171.547,179.271,169.938,176.78,159.503,177.137,147.705
Nup62,77.449,48.033,65.819,62.91,89.997,78.301,51.476,115.921
Nup62cl,0,0,0,0,0,0,0,0
Nup85,120.476,91.778,84.872,89.054,115.711,145.003,99.166,162.663
Nup88,397.285,377.403,381.059,355.399,472.486,434.283,460.254,363.342
Nup93,167.806,174.12,129.041,164.219,196.066,202.279,177.137,233.088
Nup98,1808.579,2367.346,3333.404,3205.946,1668.164,1856.759,1173.344,559.659
Nupl1,645.409,780.538,702.362,610.306,822.832,701.088,574.56,564.022
Nupl2,43.027,30.878,18.187,21.242,64.284,33.351,44.663,36.147
Nupr1,220.873,182.697,321.302,281.051,266.778,174.728,112.792,226.232
Nupr1l,2.868,2.573,0,0,0,1.45,0.757,1.87
Nus1,866.282,849.157,741.334,610.306,935.329,735.164,756.996,712.974
Nusap1,54.501,49.749,59.757,39.216,244.278,170.378,51.476,76.657
Nutf2,38.725,36.025,25.981,43.302,48.213,34.076,37.093,44.249
Nutf2-ps1,0,0,0,0,0,0,0,0
Nutf2-ps2,0,0,0,0,0,0,0,0
Nutm1,0,0,0,0,0,0,0,0
Nutm2,0,0,0,0,0,0,0,0
Nvl,281.111,251.316,275.402,300.66,388.917,351.632,233.912,264.872
Nwd1,1.434,0.858,0,0,0,0,0,5.609
Nwd2,0,0,0,0,0,0,0,0
Nxf1,1157.433,1306.329,1299.932,1375.027,1060.682,1107.095,1267.211,918.016
Nxf2,2.868,2.573,1.732,1.634,3.214,1.45,2.271,3.116
Nxf3,0,0,1.732,0,0,0,0,1.246
Nxf7,0,0,0,0,0,0,0,0
Nxn,14.342,24.874,32.91,30.229,32.142,24.65,26.495,38.64
Nxnl1,0,0,0,0,0,0,0,0
Nxnl2,0,0,0,0.817,0,0,0,0
Nxpe1-ps,28.685,15.439,43.302,43.302,41.784,59.451,33.308,15.581
Nxpe2,0,0,0.866,0.817,0,0,0,0.623
Nxpe3,53.067,38.598,37.24,49.021,51.427,59.451,18.168,20.567
Nxpe4,97.528,78.912,364.605,372.556,102.854,133.402,144.586,51.728
Nxpe5,88.923,130.376,129.907,142.16,102.854,137.028,267.977,1232.747
Nxph1,0,0,0,0,0,0,0,0
Nxph2,0,0,0,0,0,0,0,0
Nxph3,0,0,0,0,0,0,0,0
Nxph4,0,1.715,0.866,0,0,1.45,0.757,0
Nxt1,35.856,26.59,32.91,49.021,25.714,31.901,24.981,39.887
Nxt2,200.794,197.279,231.234,177.291,196.066,161.678,141.558,179.49
Nyap1,1.434,0.858,0,0,0,0,0.757,2.493
Nyap2,0,0,0,0,0,0,0,0
Nynrin,4.303,1.715,0,0,0,0.725,3.785,19.32
Nyx,0,0,0,0,0,0,0.757,0.623
OR4P4,0,0,0,0,0,0,0,0
Oacyl,0,0,0,0,0,0,0,0
Oaf,8.605,8.577,9.526,14.706,9.643,8.7,11.355,96.6
Oard1,83.186,117.51,91.801,114.381,112.497,100.052,112.792,89.745
Oas1a,355.692,331.085,1029.726,1087.44,430.701,645.262,619.223,110.935
Oas1b,40.159,31.736,76.212,87.42,54.641,32.626,36.336,9.972
Oas1c,48.764,53.18,71.882,97.224,44.999,75.401,90.84,15.581
Oas1d,0,0,0,0,0,0,0,0
Oas1e,0,1.715,0,0,0,0,0,0
Oas1f,0,0,0,0,0,0,0,0
Oas1g,205.097,188.701,672.05,726.322,308.562,445.883,377.741,34.278
Oas1h,0,0,0,0,0,0,0,0
Oas2,1110.103,1212.836,2315.802,2463.284,1333.888,1737.132,1651.008,287.932
Oas3,688.436,649.305,2206.68,2373.413,961.042,1086.07,1274.781,103.456
Oasl1,272.506,251.316,958.711,1026.981,298.92,553.185,472.365,47.989
Oasl2,1986.425,1943.625,5587.716,5627.562,2773.845,3231.385,2794.072,380.793
Oat,493.379,483.762,386.256,391.348,392.131,376.282,408.021,552.804
Oat-rs1,0,0,0,0,0,0,0,0.623
Oaz1,288.283,257.32,274.536,326.804,221.779,235.629,331.564,342.776
Oaz1-ps,2.868,0,0.866,4.902,3.214,1.45,1.514,0.623
Oaz2,133.385,140.668,89.203,93.139,109.282,100.052,114.306,151.445
Oaz2-ps,0,0,0.866,0,0,0,0,0.623
Oaz3,0,0.858,0,0,0,0,0,0
Obox1,0,0,0,0,0,0,0,0
Obox2,0,0,0,0,0,0,0,0
Obox3,0,0,0,0,0,0,0,0
Obox3-ps1,0,0,0,0,0,0,0,0
Obox3-ps2,0,0,0,0,0,0,0,0
Obox3-ps3,0,0,0,0,0,0,0,0
Obox3-ps4,0,0,0,0,0,0,0,0
Obox3-ps5,0,0,0,0,0,0,0,0
Obox3-ps6,0,0,0,0,0,0,0,0
Obox3-ps7,0,0,0,0,0,0,0,0
Obox3-ps8,0,0,0,0,0,0,0,0
Obox4-ps1,0,0,0,0,0,0,0,0
Obox4-ps10,0,0,0,0,0,0,0,0
Obox4-ps11,0,0,0,0,0,0,0,0
Obox4-ps12,0,0,0,0,0,0,0,0
Obox4-ps13,0,0,0,0,0,0,0,0
Obox4-ps14,0,0,0,0,0,0,0,0
Obox4-ps15,0,0,0,0,0,0,0,0
Obox4-ps16,0,0,0,0,0,0,0,0
Obox4-ps17,0,0,0,0,0,0,0,0
Obox4-ps18,0,0,0,0,0,0,0,0
Obox4-ps19,0,0,0,0,0,0,0,0
Obox4-ps2,0,0,0,0,0,0,0,0
Obox4-ps20,0,0,0,0,0,0,0,0
Obox4-ps21,0,0,0,0,0,0,0,0
Obox4-ps22,0,0,0,0,0,0,0,0
Obox4-ps23,0,0,0,0,0,0,0,0
Obox4-ps24,0,0,0,0,0,0,0,0
Obox4-ps25,0,0,0,0,0,0,0,0
Obox4-ps26,0,0,0,0,0,0,0,0
Obox4-ps27,0,0,0,0,0,0,0,0
Obox4-ps28,0,0,0,0,0,0,0,0
Obox4-ps29,0,0,0,0,0,0,0,0
Obox4-ps3,0,0,0,0,0,0,0,0
Obox4-ps30,0,0,0,0,0,0,0,0
Obox4-ps31,0,0,0,0,0,0,0,0
Obox4-ps32,0,0,0,0,0,0,0,0
Obox4-ps33,0,0,0,0,0,0,0,0
Obox4-ps34,0,0,0,0,0,0,0,0
Obox4-ps35,0,0,0,0,0,0,0,0
Obox4-ps36,0,0,0,0,0,0,0,0
Obox4-ps37,0,0,0,0,0,0,0,0
Obox4-ps38,0,0,0,0,0,0,0,0
Obox4-ps39,0,0,0,0,0,0,0,0
Obox4-ps4,0,0,0,0,0,0,0,0
Obox4-ps5,0,0,0,0,0,0,0,0
Obox4-ps6,0,0,0,0,0,0,0,0
Obox4-ps7,0,0,0,0,0,0,0,0
Obox4-ps8,0,0,0,0,0,0,0,0
Obox4-ps9,0,0,0,0,0,0,0,0
Obox5,0,0,0,0,0,0,0,0
Obox6,0,0,0,0,0,0,0,0
Obox6-ps1,0,0,0,0,0,0,0,0
Obox7,0,0,0,0,0,0,0,0
Obox8,0,0,0,0,0,0,0,0
Obp1a,0,0,0,0,0,0,0,0
Obp1b,0,0,0,0,0,0,0,0
Obp2a,0,0,0,0,0,0,0,0
Obp2b,0,0,0,0,0,0,0,0
Obscn,0,0,0,0,0,0,0,0
Obsl1,1.434,0,0,0,0,0.725,1.514,1.87
Oc90,0,0,0,0,0,0,0,0
Oca2,0,0,0,0,0,0,0,0
Ocel1,34.422,40.314,35.508,50.655,38.57,32.626,21.196,38.64
Ociad1,854.808,796.835,966.505,833.35,890.33,848.266,758.51,669.348
Ociad2,0,1.715,0,0.817,0,2.175,1.514,10.595
Ocln,0,1.715,3.464,4.085,3.214,2.175,0,0
Ocm,0,0,0,0,0,0,0,0
Ocrl,599.513,599.556,361.14,302.294,482.128,448.058,445.114,640.056
Ocstamp,173.543,222.153,600.169,643.804,311.776,298.706,134.745,13.711
Odam,0,0,0,0,0,0,0,0
Odc1,1074.247,1376.663,1892.306,1946.934,1574.952,1340.55,1147.606,1115.58
Odf1,0,0,0,0,0,0,0,0
Odf2,480.471,474.327,325.633,352.948,408.202,431.383,420.89,302.266
Odf2l,106.134,124.371,100.461,96.407,157.495,148.628,95.381,125.269
Odf3,0,0,0,0,0,0,0,0
Odf3b,0,0,0,0,0,0,0,0
Odf3l1,0,0,0,0,0,0,0,0
Odf3l2,0,0,0,0,0,0,0,0
Odf4,0,0,0,0,0,0,0,0
Ofcc1,0,0,0,1.634,0,0,0,0
Ofd1,110.437,109.79,66.685,80.067,125.353,108.752,100.68,89.745
Ogdh,744.372,754.806,802.823,800.669,539.984,644.537,669.941,711.727
Ogdhl,0,0,0.866,0,0,0,0,1.87
Ogfod1,98.963,105.501,99.595,124.185,151.067,121.077,99.166,109.065
Ogfod2,25.816,19.728,23.383,22.059,16.071,26.1,28.009,30.538
Ogfod3,20.079,17.155,5.196,13.072,12.857,15.225,22.71,21.813
Ogfr,289.717,373.114,765.583,757.368,334.276,405.282,514.757,173.258
Ogfrl1,1009.706,1073.025,1087.751,968.156,1105.681,952.668,1309.603,606.402
Ogg1,45.896,22.301,15.589,22.059,19.285,21.025,21.196,29.292
Ogn,5.737,6.004,0,0.817,0,0.725,5.299,83.513
Ogt,1101.498,1277.166,1028.86,1081.721,948.186,1023.719,1244.501,1463.341
Oip5,21.514,15.439,5.196,6.536,38.57,24.65,6.813,16.204
Oit1,0,0,0,0,0,0,0,0
Oit3,1.434,0.858,0,0,0,0,5.299,0.623
Ola1,335.613,376.545,322.168,315.366,491.771,401.657,374.713,327.818
Olah,0,0,0,0,0,0,0,0
Olfm1,232.347,290.772,243.358,242.652,459.629,344.381,457.983,354.617
Olfm2,0,0,0,0,0,0,1.514,0
Olfm3,0,0,0,0,0,0,0,0
Olfm4,18.645,61.757,15.589,16.34,12.857,7.975,6.813,3.739
Olfm5,0,0,0,0,0,0,0,0
Olfml1,0,0,0,0,0,0,0,0
Olfml2a,0,0,0,0,0,0.725,0,0.623
Olfml2b,20.079,38.598,14.723,12.255,9.643,9.425,8.327,99.093
Olfml3,38.725,14.581,11.259,9.804,61.07,71.051,141.558,467.422
Olfr1,0,0,0,0,0,0,0,0
Olfr10,0,0,0,0,0,0.725,0,0
Olfr1000,0,0,0,0,0,0,0,0
Olfr1002,0,0,0,0,0,0,0,0
Olfr1003-ps1,0,0,0,0,0,0,0,0
Olfr1004-ps1,0,0,0,0,0,0,0,0
Olfr1006,0,0,0,0,0,0,0,0
Olfr1008,0,0,0,0,0,0,0,0
Olfr1009,0,0,0,0,0,0,0,0
Olfr101,0,0,0,0,0,0,0,0
Olfr1012,0,0,0,0,0,0,0,0
Olfr1013,0,0,0,0,0,0,0,0
Olfr1014,0,0,0,0,0,0,0,0
Olfr1015,0,0,0,0,0,0,0,0
Olfr1016,0,0,0,0,0,0,0,0
Olfr1017-ps1,0,0,0,0,0,0,0,0
Olfr1018,0,0,0,0,0,0,0,0
Olfr1019,0,0,0,0,0,0,0,0
Olfr102,0,0,0,0,0,0,0,0
Olfr1020,0,0,0,0,0,0,0,0
Olfr1021-ps1,0,0,0,0,0,0,0,0
Olfr1022,0,0,0,0,0,0,0,0
Olfr1023,0,0,0,0,0,0,0,0
Olfr1024,0,0,0,0,0,0,0,0
Olfr1025-ps1,0,0,0,0,0,0,0,0
Olfr1026,0,0,0,0,0,0,0,0
Olfr1027-ps1,0,0,0,0,0,0,0,0
Olfr1028,0,0,0,0,0,0,0,0
Olfr1029,0,0,0.866,0,0,0,0,0
Olfr103,0,0,0,0,0,0,0,0
Olfr1030,0,0,0,0,0,0,0,0
Olfr1031,0,0,0,0,0,0,0,0
Olfr1032,0,0,0,0,0,0,0,0
Olfr1033,4.303,7.72,0.866,1.634,3.214,0,17.411,2.493
Olfr1034,0,0,0,0,0,0,0.757,0
Olfr1035-ps1,0,0,0,0,0,0,0,0
Olfr1036,0,0,0,0,0,0,0,0
Olfr1037,0,0,0,0,0,0,0,0
Olfr1038-ps,0,0,0,0,0,0,0,0
Olfr1039,0,0,0,0,0,0,0,0
Olfr104-ps,0,0,0,0,0,0,0,0
Olfr1040,0,0,0,0,0,0,0,0
Olfr1042,0,0,0,0,0,0,0,0
Olfr1043,0,0,0,0,0,0,0,0
Olfr1044,0,0,0,0,0,0,0,0
Olfr1045,0,0,0,0,0,0,0,0
Olfr1046,0,0,0,0,0,0,0,0
Olfr1047,0,0,0,0,0,0,0,0
Olfr1048,0,0,0,0,0,0,0,0
Olfr1049,0,0,0,0,0,0,0,0
Olfr105-ps,0,0,0,0,0,0,0,0
Olfr1050-ps1,0,0,0,0,0,0,0,0
Olfr1051,0,0,0,0,0,0,0,0
Olfr1052,0,0,0,0,0,0,0,0
Olfr1053,0,0,0,0,0,0,0,0
Olfr1054,0,0,0,0,0,0,0,0
Olfr1055,0,0,0,0,0,0,0,0
Olfr1056,0,0,0,0,0,0,0,0
Olfr1057,0,0,0,0,0,0,0,0
Olfr1058,0,0,0,0,0,0,0,0
Olfr106-ps,0,0,0,0,0,0,0,0
Olfr1060-ps1,0,0,0,0,0,0,0,0
Olfr1061,0,0,0,0,0,0,0,0
Olfr1062,0,0,0,0,0,0,0,0
Olfr1063-ps1,0,0,0,0,0,0,0,0
Olfr1065,0,0,0,0,0,0,0,0
Olfr1066,0,0,0,0,0,0,0,0
Olfr1069-ps1,0,0,0,0,0,0,0,0
Olfr107,0,0,0,0,0,0,0,0
Olfr1073-ps1,0,0,0,0,0,0,0,0
Olfr1076,0,0,0,0,0,0,0,0
Olfr1078-ps1,0,0,0,0,0,0,0,0
Olfr1079,0,0,0,0,0,0,0,0
Olfr108,0,0,0,0,0,0,0,0
Olfr1080,0,0,0,0,0,0,0,0
Olfr1081-ps1,0,0,0,0,0,0,0,0
Olfr1082,0,0,0,0,0,0,0,0
Olfr1083-ps,0,0,0,0,0,0,0,0
Olfr1084,0,0,0,0,0,0,0,0
Olfr1085,0,0,0,0,0,0,0,0
Olfr1086,0,0,0,0,0,0,0,0
Olfr1087,0,0,0,0,0,0,0,0
Olfr1089,0,0,0,0,0,0,0,0
Olfr109,0,0,0,0,0,0,0,0
Olfr1090,0,0,0,0,0,0,0,0
Olfr1093,0,0,0,0,0,0,0,0
Olfr1094,0,0,0,0,0,0,0,0
Olfr1095,0,0,0,0,0,0,0,0
Olfr1097,0,0,0,0,0,0,0,0
Olfr1098,0,0,0,0,0,0,0,0
Olfr1099,0,0,0,0,0,0,0,0
Olfr11,0,0,0,0,0,0,0,0
Olfr110,1.434,3.431,3.464,1.634,19.285,6.525,1.514,0.623
Olfr1100,0,0,0,0,0,0,0,0
Olfr1101,0,0,0,0,0,0,0,0
Olfr1102,0,0,0,0,0,0,0,0
Olfr1103-ps1,0,0,0,0,0,0,0,0
Olfr1104,0,0,0,0,0,0,0,0
Olfr1105,0,0,0,0,0,0,0,0
Olfr1106,0,0,0,0,0,0,0,0
Olfr1107,0,0,0,0,0,0,0,0
Olfr1109,0,0,0,0,0,0,0,0
Olfr111,18.645,19.728,19.053,21.242,128.568,88.452,22.71,6.856
Olfr1110,0,0,0,0,0,0,0,0
Olfr1111,0,0,0,0,0,0,0,0
Olfr1112,0,0,0,0,0,0,0,0
Olfr1113,0,0,0,0,0,0,0,0
Olfr1115,0,0,0,0,0,0,0,0
Olfr1116,0,0,0,0,0,0,0,0
Olfr1117-ps1,0,0,0,0,0,0,0,0
Olfr1118,0,0,0,0,0,0,0,0
Olfr112,0,0,0,0,0,0,0,0
Olfr1120,0,0,0,0,0,0,0,0
Olfr1121,0,0,0,0,0,0,0,0
Olfr1122,0,0,0,0,0,0,0,0
Olfr1123,0,0,0,0,0,0,0,0
Olfr1124,0,0,0,0,0,0,0,0
Olfr1126,0,0,0,0,0,0,0,0
Olfr1127-ps1,0,0,0,0,0,0,0,0
Olfr1128,0,0,0,0,0,0,0,0
Olfr1129,0,0,0,0,0,0,0,0
Olfr113,0,0,0,0,0,0,0,0
Olfr1130,0,0,0,0,0,0,0,0
Olfr1131,0,0,0,0,0,0,0,0
Olfr1132,0,0,0,0,0,0,0,0
Olfr1133,0,0,0,0,0,0,0,0
Olfr1134,0,0,0,0,0,0,0,0
Olfr1135,0,0,0,0,0,0,0,0
Olfr1136,0,0,0,0,0,0,0,0
Olfr1137,0,0,0,0,0,0,0,0
Olfr1138,0,0,0,0,0,0,0,0
Olfr114,0,0,0,0,0,0,0,0
Olfr1140,0,0,0,0,0,0,0,0
Olfr1141,0,0,0,0,0,0,0,0
Olfr1143,0,0,0,0,0,0,0,0
Olfr1144-ps1,0,0,0,0,0,0,0,0
Olfr1145,0,0,0,0,0,0,0,0
Olfr1146-ps1,0,0,0,0,0,0,0,0
Olfr1147-ps1,0,0,0,0,0,0,0,0
Olfr1148,0,0,0,0,0,0,0,0
Olfr1149-ps1,0,0,0,0,0,0,0,0
Olfr115,0,0,0,0,0,0,0,0
Olfr1150-ps1,0,0,0,0,0,0,0,0
Olfr1151,0,0,0,0,0,0,0,0
Olfr1152,0,0,0,0,0,0,0,0
Olfr1153,0,0,0,0,0,0,0,0
Olfr1154,0,0,0,0,0,0,0,0
Olfr1155,0,0,0,0,0,0,0,0
Olfr1156,0,0,0,0,0,0,0,0
Olfr1157,0,0,0,0,0,0,0,0
Olfr1158,0,0,0,0,0,0,0,0
Olfr1159-ps1,0,0,0,0,0,0,0,0
Olfr116,0,0.858,0,0,0,0,0,0
Olfr1160,0,0,0,0,0,0,0,0
Olfr1161,0,0,0,0,0,0,0,0
Olfr1162,0,0,0,0,0,0,0,0
Olfr1163,0,0,0,0,0,0,0,0
Olfr1164,0,0,0,0,0,0,0,0
Olfr1165-ps,0,0,0,0,0,0,0,0
Olfr1166,0,0,0,0,0,0,0,0
Olfr1167,0,0,0,0,0,0,0,0
Olfr1168,0,0,0,0,0,0,0,0
Olfr1169-ps1,0,0,0,0,0,0,0,0
Olfr117,0,0,0,0,0,0,0,0
Olfr1170,0,0,0,0,0,0,0,0
Olfr1171-ps1,0,0,0,0,0,0,0,0
Olfr1172-ps1,0,0,0,0,0,0,0,0
Olfr1173,0,0,0,0,0,0,0,0.623
Olfr1174-ps,0,0,0,0,0,0,0,0
Olfr1175-ps,0,0,0,0,0,0,0,0
Olfr1176,0,0,0,0,0,0,0,0
Olfr1177-ps,0,0,0,0,0,0,0,0
Olfr1178,0,0,0,0,0,0,0,0
Olfr1179,0,0,0,0,0,0,0,0
Olfr118,0,0,0,0,0,0,0,0
Olfr1180,0,0,0,0,0,0,0,0
Olfr1181,0,0,0,0,0,0,0,0
Olfr1183,0,0,0,0,0,0,0,0
Olfr1184,0,0,0,0,0,0,0,0
Olfr1185-ps1,0,0,0,0,0,0,0,0
Olfr1186,0,0,0,0,0,0,0,0
Olfr1187-ps1,0,0,0,0,0,0,0,0
Olfr1188,0,0,0,0,0,0,0,0
Olfr1189,0,0,0,0,0,0,0,0
Olfr119,0,0,0,0,0,0,0,0
Olfr1191-ps1,0,0,0,0,0,0,0,0
Olfr1192-ps1,0,0,0,0,0,0,0,0
Olfr1193,0,0,0,0,0,0,0,0
Olfr1195,0,0,0,0,0,0,0,0
Olfr1196,0,0,0,0,0,0,0,0
Olfr1197,0,0,0,0,0,0,0,0
Olfr1198,0,0,0,0,0,0,0,0
Olfr1199,0,0,0,0,0,0,0,0
Olfr12,0,0,0,0,0,0,0,0
Olfr120,0,0,0,0,0,0,0,0
Olfr1200,0,0,0,0,0,0,0,0
Olfr1201,0,0,0,0,0,0,0,0
Olfr1202,0,0,0,0,0,0,0,0
Olfr1204,0,0,0,0,0,0,0,0
Olfr1205,0,0,0,0,0,0,0,0
Olfr1206,0,0,0,0,0,0,0,0
Olfr1208,0,0,0,0,0,0,0,0
Olfr1209,0,0,0,0,0,0,0,0
Olfr121,0,0,0,0,0,0,0,0
Olfr1211,0,0,0,0,0,0,0,0
Olfr1212,0,0,0,0,0,0,0,0
Olfr1214,0,0,0,0,0,0,0,0
Olfr1215,0,0,0,0,0,0,0,0
Olfr1216,0,0,0,0,0,0,0,0
Olfr1217,0,0,0,0,0,0,0,0
Olfr1218,0,0,0,0,0,0,0,0
Olfr1219,0,0,0,0,0,0,0,0
Olfr122,0,0,0,0,0,0,0,0
Olfr1220,0,0,0,0,0,0,0,0
Olfr1221,0,0,0,0,0,0,0,0
Olfr1222,0,0,0,0,0,0,0,0
Olfr1223,0,0,0,0,0,0,0,0
Olfr1224-ps1,0,0,0,0,0,0,0,0
Olfr1225,0,0,0,0,0,0,0,0
Olfr1226,0,0,0,0,0,0,0,0
Olfr1228,0,0,0,0,0,0,0,0
Olfr1229,0,0,0,0,0,0,0,0
Olfr123,0,0,0,0,0,0,0,0
Olfr1230,0,0,0,0,0,0,0,0
Olfr1231,0,0,0,0,0,0,0,0
Olfr1232,0,0,0,0,0,0,0,0
Olfr1233,0,0,0,0,0,0,0,0
Olfr1234,0,0,0,0,0,0,0,0
Olfr1235-ps1,0,0,0,0,0,0,0,0
Olfr1238,0,0,0,0,0,0,0,0
Olfr1239,0,0,0,0,0,0,0,0
Olfr124,0,0,0,0,0,0,0,0
Olfr1240,0,0,0,0,0,0,0,0
Olfr1241,0,0,0,0,0,0,0,0
Olfr1242,0,0,0,0,0,0,0,0
Olfr1243,0,0,0,0,0,0,0,0
Olfr1245,0,0,0,0,0,0,0,0
Olfr1246,0,0,0,0,0,0,0,0
Olfr1247,0,0,0,0,0,0,0,0
Olfr1248,0,0,0,0,0,0,0,0
Olfr1249,0,0,0,0,0,0,0,0
Olfr125,0,0,0,0,0,0,0,0
Olfr1250,0,0,0,0,0,0,0,0
Olfr1251,0,0,0,0,0,0,0,0
Olfr1252,0,0,0,0,0,0,0,0
Olfr1253,0,0,0,0,0,0,0,0
Olfr1254,0,0,0,0,0,0,0,0
Olfr1255,0,0,0,0,0,0,0,0
Olfr1256,0,0,0,0,0,0,0,0
Olfr1257,0,0,0,0,0,0,0,0
Olfr1258,0,0,0,0.817,0,0,0,0
Olfr1259,0,0,0,0,0,0,0,0
Olfr126,0,0,0,0,0,0,0,0
Olfr1260,0,0,0,0,0,0,0,0
Olfr1261,0,0,0,0,0,0,0,0
Olfr1262,0,0,0,0,0,0,0,0
Olfr1263,0,0,0,0,0,0,0,0
Olfr1264,0,0,0,0,0,0,0,0
Olfr1265,0,0,0,0,0,0,0,0
Olfr1267-ps1,0,0,0,0,0,0,0,0
Olfr1268-ps1,0,0,0,0,0,0,0,0
Olfr1269,0,0,0,0,0,0,0,0
Olfr127,0,0,0,0,0,0,0,0
Olfr1270,0,0,0,0,0,0,0,0
Olfr1271,0,0,0,0,0,0,0,0
Olfr1272,0,0,0,0,0,0,0,0
Olfr1273-ps,0,0,0,0,0,0,0,0
Olfr1274-ps,0,0,0,0,0,0,0,0
Olfr1275,0,0,0,0,0,0,0,0
Olfr1276,0,0,0,0,0,0,0,0
Olfr1277,0,0,0,0,0,0,0,0
Olfr1278,0,0,0,0,0,0,0,0
Olfr1279,0,0,0,0,0,0,0,0
Olfr128,0,0,0,0,0,0,0,0
Olfr1280,0,0,0,0,0,0,0,0
Olfr1281,0,0,0,0,0,0,0,0
Olfr1282,0,0,0,0,0,0,0,0
Olfr1283,0,0,0,0,0,0,0,0
Olfr1284,0,0,0,0,0,0,0,0
Olfr1285,0,0,0,0,0,0,0,0
Olfr1286,0,0.858,0,0,0,0,0,0
Olfr1287,0,0,0,0,0,0,0,0
Olfr1288,0,0,0,0,0,0,0,0
Olfr1289,0,0,0,0,0,0,0,0
Olfr129,0,0,0,0,0,0,0,0
Olfr1290,0,0,0,0,0,0,0,0
Olfr1291-ps1,0,0,0,0,0,0,0,0
Olfr1292-ps1,0,0,0,0,0,0,0,0
Olfr1293-ps,0,0,0,0,0,0,0,0
Olfr1294,0,0,0,0,0,0,0,0
Olfr1295,0,0,0,0,0,0,0,0
Olfr1296-ps1,0,0,0,0,0,0,0,0
Olfr1297,0,0,0,0,0,0,0,0
Olfr1298,0,0,0,0,0,0,0,0
Olfr1299,0,0,0,0,0,0,0,0
Olfr13,0,0,0,0,0,0,0,0
Olfr130,0,0,0,0,0,0,0,0
Olfr1300-ps1,0,0,0,0,0,0,0,0
Olfr1301,0,0,0,0,0,0,0,0
Olfr1302,0,0,0,0,0,0,0,0
Olfr1303,0,0,0,0,0,0,0,0
Olfr1304-ps1,0,0,0,0,0,0,0,0
Olfr1305,0,0,0,0,0,0,0,0
Olfr1306,0,0,0,0,0,0,0,0
Olfr1307,0,0,0,0,0,0,0,0
Olfr1308,0,0,0,0,0,0,0,0
Olfr1309,0,0,0,0,0,0,0,0
Olfr131,0,0,0,0,0,0,0,0
Olfr1310,0,0,0,0,0,0,0,0
Olfr1311,0,0,0,0,0,0,0,0
Olfr1312,0,0,0,0,0,0,0,0
Olfr1313,0,0,0,0,0,0,0,0
Olfr1314,0,0,0,0,0,0,0,0
Olfr1315-ps1,0,0,0,0,0,0,0,0
Olfr1316,0,0,0,0,0,0,0,0
Olfr1317,0,0,0,0,0,0,0,0
Olfr1318,0,0,0,0,0,0,0,0
Olfr1319-ps1,0,0,0,0,0,0,0,0
Olfr132,0,0,0,0,0,0,0,0
Olfr1320,0,0,0,0,0,0,0,0
Olfr1321,0,0,0,0,0,0,0,0
Olfr1322,0,0,0,0,0,0,0,0
Olfr1323,0,0,0,0,0,0,0,0
Olfr1324,0,0,0,0,0,0,0,0
Olfr1325,0,0,0,0,0,0,0,0
Olfr1326-ps1,0,0,0,0,0,0,0,0
Olfr1327-ps1,0,0,0,0,0,0,0,0
Olfr1328,0,0,0,0,0,0,1.514,0
Olfr1329,0,0,0,0,0,0,0,0
Olfr133,0,0,0,0,0,0,0,0
Olfr1330,0,0,0,0,0,0,0,0
Olfr1331,0,0,0,0,0,0,0,0
Olfr1332-ps1,0,0,0,0,0,0,0,0
Olfr1333,0,0,0,0,0,0,0,0
Olfr1335,0,0,0,0,0,0,0,0
Olfr1336,0,0,0,0,0,0,0,0
Olfr1337,0,0,0,0,0,0,0,0
Olfr1338,0,0,0,0,0,0,0,0
Olfr1339,0,0,0,0,0,0,0,0
Olfr134,0,0,0,0,0,0,0,0
Olfr1340,0,0,0,0,0,0,0,0
Olfr1341,0,0,0,0,0,0,0,0
Olfr1342,0,0,0,0,0,0,0,0
